# host seconds after t0	host UTC at the newline	line
0.4870	2026-09-24T12:28:19.410Z	S01171700012e486ba4
0.6585	2026-09-24T12:28:19.582Z	W0000003e00021de8fd
0.6585	2026-09-24T12:28:19.582Z	R0000003e00021de8ff
0.6585	2026-09-24T12:28:19.582Z	E000000000000000000
0.6860	2026-09-24T12:28:19.609Z	M000000000000000000
0.6860	2026-09-24T12:28:19.609Z	Fffffffff0000000000
1.3061	2026-09-24T12:28:20.229Z	S011717000132486ba8
14.6822	2026-09-24T12:28:33.606Z	H7deeef160104000bb8
14.6822	2026-09-24T12:28:33.606Z	S000000000000000004
14.6822	2026-09-24T12:28:33.606Z	S0011110000000218c9
15.4663	2026-09-24T12:28:34.390Z	S001111000004044dc9
16.2743	2026-09-24T12:28:35.198Z	S001111000008044dcd
17.1048	2026-09-24T12:28:36.028Z	S00111100000c044dd1
17.9022	2026-09-24T12:28:36.826Z	S001111000010044dd5
18.0678	2026-09-24T12:28:36.991Z	S001212000010f03778
18.2027	2026-09-24T12:28:37.126Z	S00131300001177b1d7
18.9843	2026-09-24T12:28:37.908Z	S00131300001577b1db
19.6518	2026-09-24T12:28:38.575Z	S001414000018ce027d
20.4679	2026-09-24T12:28:39.392Z	S00141400001cce0281
20.7229	2026-09-24T12:28:39.647Z	S00151500001e10026f
21.5182	2026-09-24T12:28:40.442Z	S001515000022100273
21.5660	2026-09-24T12:28:40.490Z	S0016160000224651ed
21.5660	2026-09-24T12:28:40.490Z	S0117170000224651fd
21.5660	2026-09-24T12:28:40.490Z	G020000000104000000
21.5660	2026-09-24T12:28:40.490Z	K0000006100224651fd
21.5660	2026-09-24T12:28:40.490Z	L000000000001000000
22.3810	2026-09-24T12:28:41.305Z	S011717000026486ab6
22.4345	2026-09-24T12:28:41.358Z	W0000000000021de923
22.4345	2026-09-24T12:28:41.358Z	R0000000000021de900
22.4345	2026-09-24T12:28:41.358Z	E000000000000000000
22.4345	2026-09-24T12:28:41.358Z	M000000000000000000
22.4345	2026-09-24T12:28:41.358Z	Fffffffff0000000000
23.1961	2026-09-24T12:28:42.120Z	S01171700002a486aba
23.2784	2026-09-24T12:28:42.202Z	W0000000100021de91a
23.2784	2026-09-24T12:28:42.202Z	R0000000100021de8ff
23.2784	2026-09-24T12:28:42.202Z	E000000000000000000
23.3009	2026-09-24T12:28:42.225Z	M000000000000000000
23.3009	2026-09-24T12:28:42.225Z	Fffffffff0000000000
23.9944	2026-09-24T12:28:42.918Z	S01171700002e486abe
24.1477	2026-09-24T12:28:43.071Z	W0000000200021de8fd
24.1477	2026-09-24T12:28:43.071Z	R0000000200021de8ff
24.1477	2026-09-24T12:28:43.071Z	E000000000000000000
