# host seconds after t0	host UTC at the newline	line
0.5275	2026-09-24T12:02:37.411Z	S00010eff05c3108dae
0.5275	2026-09-24T12:02:37.411Z	S00000eff05c31285c9
0.5275	2026-09-24T12:02:37.411Z	S00010eff05c3158f8a
0.5275	2026-09-24T12:02:37.411Z	S00000eff05c316efc9
0.5275	2026-09-24T12:02:37.411Z	S00010eff05c31990e5
0.5275	2026-09-24T12:02:37.411Z	S00000eff05c31b59c9
0.5275	2026-09-24T12:02:37.411Z	S00010eff05c31d9223
0.5275	2026-09-24T12:02:37.411Z	S00000eff05c31fc3c9
0.5275	2026-09-24T12:02:37.411Z	S00010eff05c3229421
0.5275	2026-09-24T12:02:37.411Z	S00000eff05c3242dc9
0.5478	2026-09-24T12:02:37.432Z	S00010eff05c32695bb
0.5478	2026-09-24T12:02:37.432Z	S00040eff05c32897c9
0.5478	2026-09-24T12:02:37.432Z	S00000eff05c32accc9
0.5478	2026-09-24T12:02:37.432Z	S00010eff05c32d990e
0.5478	2026-09-24T12:02:37.432Z	S00000eff05c32f36c9
0.5478	2026-09-24T12:02:37.432Z	S00010eff05c3319b89
0.5478	2026-09-24T12:02:37.432Z	S00020eff05c333a0c9
0.5478	2026-09-24T12:02:37.432Z	S00000eff05c335d5c9
0.5478	2026-09-24T12:02:37.432Z	S00010eff05c3389ea0
0.5478	2026-09-24T12:02:37.432Z	S00000eff05c33a3fc9
0.5685	2026-09-24T12:02:37.452Z	S00010eff05c33ca021
0.5685	2026-09-24T12:02:37.452Z	S00040eff05c33ea9c9
0.5685	2026-09-24T12:02:37.452Z	S00000eff05c340dec9
0.5685	2026-09-24T12:02:37.452Z	S00010eff05c343a2df
0.5685	2026-09-24T12:02:37.452Z	S00000eff05c34548c9
0.5685	2026-09-24T12:02:37.452Z	S00010eff05c347a456
0.5685	2026-09-24T12:02:37.452Z	S00020eff05c349b2c9
0.5685	2026-09-24T12:02:37.452Z	S00000eff05c34be7c9
0.5685	2026-09-24T12:02:37.452Z	S00010eff05c34ea70f
0.5685	2026-09-24T12:02:37.452Z	S00000eff05c35051c9
0.5685	2026-09-24T12:02:37.452Z	S00010eff05c352a8be
0.5685	2026-09-24T12:02:37.452Z	S00040eff05c354bbc9
0.5685	2026-09-24T12:02:37.452Z	S00000eff05c356f0c9
0.5888	2026-09-24T12:02:37.473Z	S00010eff05c359abc2
