# host seconds after t0	host UTC at the newline	line
0.5442	2026-09-24T12:31:37.831Z	W0000007600021de8fd
0.5442	2026-09-24T12:31:37.831Z	R0000007600021de8ff
0.5442	2026-09-24T12:31:37.831Z	E000000000000000000
0.5718	2026-09-24T12:31:37.859Z	M000000000000000000
0.5718	2026-09-24T12:31:37.859Z	Fffffffff0000000000
0.6018	2026-09-24T12:31:37.889Z	S01171700021e486cae
14.7183	2026-09-24T12:31:52.005Z	H7deeef160104000bb8
14.7183	2026-09-24T12:31:52.006Z	S000000000000000004
14.7183	2026-09-24T12:31:52.006Z	S0011110000000218c9
15.5139	2026-09-24T12:31:52.801Z	S001111000004044dc9
16.3214	2026-09-24T12:31:53.608Z	S001111000008044dcd
17.1450	2026-09-24T12:31:54.432Z	S00111100000c044dd1
17.9489	2026-09-24T12:31:55.236Z	S001111000010044dd5
18.1095	2026-09-24T12:31:55.396Z	S001212000010f03739
18.2406	2026-09-24T12:31:55.528Z	S00131300001177b198
19.0213	2026-09-24T12:31:56.308Z	S00131300001577b19c
19.7092	2026-09-24T12:31:56.996Z	S001414000018ce023e
20.5078	2026-09-24T12:31:57.795Z	S00141400001cce0242
20.7519	2026-09-24T12:31:58.039Z	S00151500001e100230
21.5703	2026-09-24T12:31:58.857Z	S001515000022100234
21.6148	2026-09-24T12:31:58.902Z	S0016160000224651ae
21.6148	2026-09-24T12:31:58.902Z	S0117170000224651be
21.6148	2026-09-24T12:31:58.902Z	G020000000104000000
21.6148	2026-09-24T12:31:58.902Z	K0000006100224651be
21.6148	2026-09-24T12:31:58.902Z	L000000000001000000
22.4175	2026-09-24T12:31:59.704Z	S011717000026486a77
22.4660	2026-09-24T12:31:59.753Z	W0000000000021de923
22.4660	2026-09-24T12:31:59.753Z	R0000000000021de900
22.4660	2026-09-24T12:31:59.753Z	E000000000000000000
22.4660	2026-09-24T12:31:59.753Z	M000000000000000000
22.4660	2026-09-24T12:31:59.753Z	Fffffffff0000000000
23.2404	2026-09-24T12:32:00.527Z	S01171700002a486a7b
23.3202	2026-09-24T12:32:00.607Z	W0000000100021de91a
23.3202	2026-09-24T12:32:00.607Z	R0000000100021de8ff
23.3202	2026-09-24T12:32:00.607Z	E000000000000000000
23.3474	2026-09-24T12:32:00.634Z	M000000000000000000
23.3474	2026-09-24T12:32:00.634Z	Fffffffff0000000000
24.0226	2026-09-24T12:32:01.310Z	S01171700002e486a7f
24.1797	2026-09-24T12:32:01.467Z	W0000000200021de8fd
24.1797	2026-09-24T12:32:01.467Z	R0000000200021de8ff
24.1797	2026-09-24T12:32:01.467Z	E000000000000000000
24.2075	2026-09-24T12:32:01.495Z	M000000000000000000
24.2075	2026-09-24T12:32:01.495Z	Fffffffff0000000000
24.8361	2026-09-24T12:32:02.123Z	S011717000032486a83
25.0473	2026-09-24T12:32:02.334Z	W0000000300021de901
25.0473	2026-09-24T12:32:02.334Z	R0000000300021de8ff
25.0473	2026-09-24T12:32:02.334Z	E000000000000000000
25.0473	2026-09-24T12:32:02.334Z	M000000000000000000
25.0473	2026-09-24T12:32:02.334Z	Fffffffff0000000000
25.6395	2026-09-24T12:32:02.927Z	S011717000036486a87
25.8977	2026-09-24T12:32:03.185Z	W0000000400021de8fd
25.8977	2026-09-24T12:32:03.185Z	R0000000400021de8ff
25.8977	2026-09-24T12:32:03.185Z	E000000000000000000
25.9232	2026-09-24T12:32:03.210Z	M000000000000000000
25.9232	2026-09-24T12:32:03.210Z	Fffffffff0000000000
26.4390	2026-09-24T12:32:03.726Z	S01171700003a486a8b
26.7788	2026-09-24T12:32:04.066Z	W0000000500021de901
26.7788	2026-09-24T12:32:04.066Z	R0000000500021de8ff
26.7788	2026-09-24T12:32:04.066Z	E000000000000000000
26.7788	2026-09-24T12:32:04.066Z	M000000000000000000
26.7788	2026-09-24T12:32:04.066Z	Fffffffff0000000000
27.2436	2026-09-24T12:32:04.531Z	S01171700003e486a8f
27.6258	2026-09-24T12:32:04.913Z	W0000000600021de8fd
27.6258	2026-09-24T12:32:04.913Z	R0000000600021de8ff
27.6258	2026-09-24T12:32:04.913Z	E000000000000000000
27.6258	2026-09-24T12:32:04.913Z	M000000000000000000
27.6258	2026-09-24T12:32:04.913Z	Fffffffff0000000000
28.0441	2026-09-24T12:32:05.331Z	S011717000042486a93
28.4925	2026-09-24T12:32:05.780Z	W0000000700021de901
28.4925	2026-09-24T12:32:05.780Z	R0000000700021de8ff
28.4925	2026-09-24T12:32:05.780Z	E000000000000000000
28.4925	2026-09-24T12:32:05.780Z	M000000000000000000
28.4925	2026-09-24T12:32:05.780Z	Fffffffff0000000000
28.8621	2026-09-24T12:32:06.149Z	S011717000046486a97
29.3507	2026-09-24T12:32:06.638Z	W0000000800021de8fd
29.3507	2026-09-24T12:32:06.638Z	R0000000800021de8ff
29.3507	2026-09-24T12:32:06.638Z	E000000000000000000
29.3507	2026-09-24T12:32:06.638Z	M000000000000000000
29.3507	2026-09-24T12:32:06.638Z	Fffffffff0000000000
29.6545	2026-09-24T12:32:06.942Z	S01171700004a486a9b
30.1937	2026-09-24T12:32:07.481Z	W0000000900021de901
30.1937	2026-09-24T12:32:07.481Z	R0000000900021de8ff
30.1937	2026-09-24T12:32:07.481Z	E000000000000000000
30.2213	2026-09-24T12:32:07.508Z	M000000000000000000
30.2213	2026-09-24T12:32:07.508Z	Fffffffff0000000000
30.4739	2026-09-24T12:32:07.761Z	S01171700004e486a9f
31.0579	2026-09-24T12:32:08.345Z	W0000000a00021de8fd
31.0579	2026-09-24T12:32:08.345Z	R0000000a00021de8ff
31.0579	2026-09-24T12:32:08.345Z	E000000000000000000
31.0579	2026-09-24T12:32:08.345Z	M000000000000000000
31.0579	2026-09-24T12:32:08.345Z	Fffffffff0000000000
31.2652	2026-09-24T12:32:08.552Z	S011717000052486aa3
31.9258	2026-09-24T12:32:09.213Z	W0000000b00021de901
31.9258	2026-09-24T12:32:09.213Z	R0000000b00021de8ff
31.9258	2026-09-24T12:32:09.213Z	E000000000000000000
31.9258	2026-09-24T12:32:09.213Z	M000000000000000000
31.9258	2026-09-24T12:32:09.213Z	Fffffffff0000000000
32.0868	2026-09-24T12:32:09.374Z	S011717000056486aa7
32.7750	2026-09-24T12:32:10.062Z	W0000000c00021de8fd
32.7750	2026-09-24T12:32:10.062Z	R0000000c00021de8ff
32.7750	2026-09-24T12:32:10.062Z	E000000000000000000
32.7989	2026-09-24T12:32:10.086Z	M000000000000000000
32.7989	2026-09-24T12:32:10.086Z	Fffffffff0000000000
32.8757	2026-09-24T12:32:10.163Z	S01171700005a486aab
33.6387	2026-09-24T12:32:10.926Z	W0000000d00021de901
33.6387	2026-09-24T12:32:10.926Z	R0000000d00021de8ff
33.6387	2026-09-24T12:32:10.926Z	E000000000000000000
33.6387	2026-09-24T12:32:10.926Z	M000000000000000000
33.6387	2026-09-24T12:32:10.926Z	Fffffffff0000000000
33.6892	2026-09-24T12:32:10.976Z	S01171700005e486aaf
34.4949	2026-09-24T12:32:11.782Z	S011717000062486ab3
34.4949	2026-09-24T12:32:11.782Z	W0000000e00021de8fd
34.4949	2026-09-24T12:32:11.782Z	R0000000e00021de8ff
34.4949	2026-09-24T12:32:11.782Z	E000000000000000000
34.4949	2026-09-24T12:32:11.782Z	M000000000000000000
34.4949	2026-09-24T12:32:11.782Z	Fffffffff0000000000
35.2916	2026-09-24T12:32:12.579Z	S011717000066486ab7
35.3670	2026-09-24T12:32:12.654Z	W0000000f00021de8fd
35.3670	2026-09-24T12:32:12.654Z	R0000000f00021de91f
35.3670	2026-09-24T12:32:12.654Z	E000000000000000000
35.3670	2026-09-24T12:32:12.654Z	M000000000000000000
35.3670	2026-09-24T12:32:12.654Z	Fffffffff0000000000
36.1214	2026-09-24T12:32:13.409Z	S01171700006a486abb
36.2279	2026-09-24T12:32:13.515Z	W0000001000021de923
36.2279	2026-09-24T12:32:13.515Z	R0000001000021de901
36.2279	2026-09-24T12:32:13.515Z	E000000000000000000
36.2279	2026-09-24T12:32:13.515Z	M000000000000000000
36.2279	2026-09-24T12:32:13.515Z	Fffffffff0000000000
36.9301	2026-09-24T12:32:14.217Z	S01171700006e486abf
37.0707	2026-09-24T12:32:14.358Z	W0000001100021de923
37.0707	2026-09-24T12:32:14.358Z	R0000001100021de900
37.0707	2026-09-24T12:32:14.358Z	E000000000000000000
37.0967	2026-09-24T12:32:14.384Z	M000000000000000000
37.0967	2026-09-24T12:32:14.384Z	Fffffffff0000000000
37.7200	2026-09-24T12:32:15.007Z	S011717000072486ac3
37.9336	2026-09-24T12:32:15.221Z	W0000001200021de923
37.9336	2026-09-24T12:32:15.221Z	R0000001200021de8ff
37.9336	2026-09-24T12:32:15.221Z	E000000000000000000
37.9336	2026-09-24T12:32:15.221Z	M000000000000000000
37.9336	2026-09-24T12:32:15.221Z	Fffffffff0000000000
38.5130	2026-09-24T12:32:15.800Z	S011717000076486ac7
38.7930	2026-09-24T12:32:16.080Z	W0000001300021de90d
38.7930	2026-09-24T12:32:16.080Z	R0000001300021de8ff
38.7930	2026-09-24T12:32:16.080Z	E000000000000000000
38.7930	2026-09-24T12:32:16.080Z	M000000000000000000
38.7930	2026-09-24T12:32:16.080Z	Fffffffff0000000000
39.3266	2026-09-24T12:32:16.614Z	S01171700007a486acb
39.6452	2026-09-24T12:32:16.932Z	W0000001400021de8fd
39.6452	2026-09-24T12:32:16.932Z	R0000001400021de8ff
39.6452	2026-09-24T12:32:16.932Z	E000000000000000000
39.6728	2026-09-24T12:32:16.960Z	M000000000000000000
39.6728	2026-09-24T12:32:16.960Z	Fffffffff0000000000
40.1334	2026-09-24T12:32:17.421Z	S01171700007e486acf
40.5108	2026-09-24T12:32:17.798Z	W0000001500021de901
40.5108	2026-09-24T12:32:17.798Z	R0000001500021de8ff
40.5108	2026-09-24T12:32:17.798Z	E000000000000000000
40.5108	2026-09-24T12:32:17.798Z	M000000000000000000
40.5108	2026-09-24T12:32:17.798Z	Fffffffff0000000000
40.9453	2026-09-24T12:32:18.232Z	S011717000082486ad3
41.3684	2026-09-24T12:32:18.656Z	W0000001600021de8fd
41.3684	2026-09-24T12:32:18.656Z	R0000001600021de8ff
41.3684	2026-09-24T12:32:18.656Z	E000000000000000000
41.3983	2026-09-24T12:32:18.686Z	M000000000000000000
41.3983	2026-09-24T12:32:18.686Z	Fffffffff0000000000
41.7356	2026-09-24T12:32:19.023Z	S011717000086486ad7
42.2336	2026-09-24T12:32:19.521Z	W0000001700021de901
42.2336	2026-09-24T12:32:19.521Z	R0000001700021de8ff
42.2336	2026-09-24T12:32:19.521Z	E000000000000000000
42.2336	2026-09-24T12:32:19.521Z	M000000000000000000
42.2336	2026-09-24T12:32:19.521Z	Fffffffff0000000000
42.5442	2026-09-24T12:32:19.831Z	S01171700008a486adb
43.0947	2026-09-24T12:32:20.382Z	W0000001800021de8fd
43.0947	2026-09-24T12:32:20.382Z	R0000001800021de8ff
43.0947	2026-09-24T12:32:20.382Z	E000000000000000000
43.0947	2026-09-24T12:32:20.382Z	M000000000000000000
43.0947	2026-09-24T12:32:20.382Z	Fffffffff0000000000
43.3695	2026-09-24T12:32:20.657Z	S01171700008e486adf
43.9562	2026-09-24T12:32:21.243Z	W0000001900021de901
43.9562	2026-09-24T12:32:21.243Z	R0000001900021de8ff
43.9562	2026-09-24T12:32:21.244Z	E000000000000000000
43.9562	2026-09-24T12:32:21.244Z	M000000000000000000
43.9562	2026-09-24T12:32:21.244Z	Fffffffff0000000000
44.1749	2026-09-24T12:32:21.462Z	S011717000092486ae3
44.8213	2026-09-24T12:32:22.108Z	W0000001a00021de8fd
44.8213	2026-09-24T12:32:22.108Z	R0000001a00021de8ff
44.8213	2026-09-24T12:32:22.109Z	E000000000000000000
44.8213	2026-09-24T12:32:22.109Z	M000000000000000000
44.8213	2026-09-24T12:32:22.109Z	Fffffffff0000000000
44.9610	2026-09-24T12:32:22.248Z	S011717000096486ae7
45.6806	2026-09-24T12:32:22.968Z	W0000001b00021de901
45.6806	2026-09-24T12:32:22.968Z	R0000001b00021de8ff
45.6806	2026-09-24T12:32:22.968Z	E000000000000000000
45.6806	2026-09-24T12:32:22.968Z	M000000000000000000
45.6806	2026-09-24T12:32:22.968Z	Fffffffff0000000000
45.7882	2026-09-24T12:32:23.075Z	S01171700009a486aeb
46.5268	2026-09-24T12:32:23.814Z	W0000001c00021de8fd
46.5268	2026-09-24T12:32:23.814Z	R0000001c00021de8ff
46.5268	2026-09-24T12:32:23.814Z	E000000000000000000
46.5268	2026-09-24T12:32:23.814Z	M000000000000000000
46.5268	2026-09-24T12:32:23.814Z	Fffffffff0000000000
46.5700	2026-09-24T12:32:23.857Z	S01171700009e486aef
47.3782	2026-09-24T12:32:24.665Z	S0117170000a2486af3
47.3782	2026-09-24T12:32:24.665Z	W0000001d00021de901
47.3782	2026-09-24T12:32:24.665Z	R0000001d00021de8ff
47.3782	2026-09-24T12:32:24.665Z	E000000000000000000
47.4042	2026-09-24T12:32:24.691Z	M000000000000000000
47.4042	2026-09-24T12:32:24.691Z	Fffffffff0000000000
48.1986	2026-09-24T12:32:25.486Z	S0117170000a6486af7
48.2495	2026-09-24T12:32:25.537Z	W0000001e00021de8fd
48.2495	2026-09-24T12:32:25.537Z	R0000001e00021de8ff
48.2495	2026-09-24T12:32:25.537Z	E000000000000000000
48.2495	2026-09-24T12:32:25.537Z	M000000000000000000
48.2495	2026-09-24T12:32:25.537Z	Fffffffff0000000000
48.9856	2026-09-24T12:32:26.273Z	S0117170000aa486afb
49.1111	2026-09-24T12:32:26.398Z	W0000001f00021de901
49.1111	2026-09-24T12:32:26.398Z	R0000001f00021de8ff
49.1111	2026-09-24T12:32:26.398Z	E000000000000000000
49.1111	2026-09-24T12:32:26.398Z	M000000000000000000
49.1111	2026-09-24T12:32:26.398Z	Fffffffff0000000000
49.8155	2026-09-24T12:32:27.103Z	S0117170000ae486aff
49.9558	2026-09-24T12:32:27.243Z	W0000002000021de8fd
49.9558	2026-09-24T12:32:27.243Z	R0000002000021de8ff
49.9558	2026-09-24T12:32:27.243Z	E000000000000000000
